Author,Ulasan,cleaned_text,sentiment,confidence
@putriamelia947,Tetap mas Gibran nomer 2 yessss..🥰🥰🥰🥰👍👍👍👍🔝🔝🔝🔝❤️❤️❤️❤️,mas gibran nomer yessss,Netral,0.4113241136074066
@suhanasuhana2091,Hidup untuk bapak Sleepett semua di sleepettt sleepeettt<br>Hidup sleepppeeetttttt😮😮😮 apa cukup dg makan siang gratis Indonesia jadi majuuu 😇😇😇,hidup sleepett sleepettt sleepeetttbrhidup sleepppeeetttttt makan siang gratis indonesia majuuu,Negatif,0.36260855197906494
@efekurangopi7306,Prabowo gibran..,prabowo gibran,Positif,0.43251389265060425
@Nightqwq11,Prabowo dihatiii❤,prabowo dihatiii,Positif,0.3839647173881531
@nengnenglia3157,"H<br>n,nnNnNNNnnf a",hbrnnnnnnnnnnf,Netral,0.4269031286239624
@user-uo6gv1vu9q,Gibran warrrrrbiasaaaa jozzzzz pokoknya,gibran warrrrrbiasaaaa jozzzzz pokok,Positif,0.40185990929603577
@elsanzal,"si paling nyelepet , tiap menanggapi tiap debat pasti selalu ada nyelepet",nyelepet tanggap debat nyelepet,Netral,0.42856186628341675
@heidysdr8096,Gibran keren,gibran keren,Netral,0.4265585243701935
@lisaputri8779,Tetap pak Prabowo dari dulu sampai skrg.,prabowo skrg,Positif,0.37882983684539795
@user-hw1jt8ge4e,insya allah amin ☝,insya allah amin,Netral,0.3947635889053345
@jepur9905,Mas gibran kerennnnn,mas gibran kerennnnn,Netral,0.3978443741798401
@unknown73736,"Pak Mahfud ini dari awal debat kalo Gibran kasih solusi atau pendapat selalu dibilang &quot;SEMUA ITU SUDAH ADA DI DATA KAMI, DI RANCANGAN KAMI, DI CATATAN KAMI, DIPIKIRKAN KAMI, DI OTAK KAMI, DI BUKU KAMI, DI KAMI KAMI KAMI DAN KAMI&quot; Begitulah cara beliau menutupi kekurangan pendapat nya. Terimakasih 🤣",mahfud debat kalo gibran kasih solusi dapat bilang quotsemua data rancang catat pikir otak buku kamiquot beliau tutup kurang dapat nya terimakasih,Positif,0.3827270269393921
@jonlymoningka2438,"Gibran,, terus kan rencana bapak mu IKN.. Kami siap pilih kamu dng prabowo.. Jayalah gibran. Jangan pilih anies baswedan.. IKN bisa macet.. Kami sulut komitmen untuk prabowo gibran❤❤❤❤❤❤",gibran rencana ikn pilih dng prabowo jaya gibran pilih anies baswedan ikn macet sulut komitmen prabowo gibran,Netral,0.3675712049007416
@Shiroizo,"Daripada uang untuk membiayai buku-buku perpustakaan sekolah, mending sekarang buku hanya untuk guru saja, guru menjadi buku para murid. Sendangkan dana yg untuk memesan banyak buku itu lebih baik untuk memesan peralatan elektronik seperti penyediaan Wi-Fi pada tiap kelas, laptop atau CPU.",uang biaya bukubuku pustaka sekolah mending buku guru guru buku murid sendang dana mes buku mes alat elektronik sedia wifi kelas laptop cpu,Positif,0.3818919360637665
@iminsupriatna8619,"udah waktunya cari pemimpin yang kerja semua, <br> pak prabowo udah sering kalah udah waktunya kali ini dia menang dan mas gibran akan jadi wakil yang tepat karena memiliki ketegasan dalam mengambil keputusan,  <br>  NOMER URUT 2 WAJIB MENANG DI 2024 ✌️",udah cari pimpin kerja prabowo udah kalah udah kali menang mas gibran wakil milik tegas ambil putus nomer urut wajib menang,Netral,0.3439858853816986
@camaliachannel1970,&quot;Indonesia akan mjd raja energy dunia&quot;,quotindonesia mjd raja energy duniaquot,Negatif,0.3661993145942688
@maskontenmas2442,Yg ada suara &quot;sudah&quot; itu dimana ya detik ke berapa? Mau saya klarifikasi,suara quotsudahquot mana detik klarifikasi,Netral,0.396444171667099
@meylanhidia1405,Bangga banget Liat Mas Gibran 🥰😍,bangga banget liat mas gibran,Negatif,0.38806167244911194
@asiswanto6183,hajar,hajar,Negatif,0.37384676933288574
@rinaongka4409,Doa kami semua untuk pragib🤲🤲🤲🤲🤲🤲🤲🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩✌️✌️✌️✌️✌️✌️✌️,doa pragib,Netral,0.36149105429649353
@ddepian6226,Gak seru. Pertanyaan dan jawaban tdk tajam. Tikatkan lagi pertanyaan dan jawaban di sesi berikutnya.,gak seru tdk tajam tikatkan sesi,Positif,0.35398247838020325
@bagusaditya8804,Sangat setuju dgn pak Mahmud tapi sayang jadi wakil nya PDI.. jadi maaf GK saya coblos,tuju dgn mahmud sayang wakil nya pdi maaf coblos,Negatif,0.4335823953151703
@liana_vennyyang1154,Ghibran knp cerdas bgt yak...😮,ghibran knp cerdas bgt yak,Netral,0.397813081741333
@user-up6yi6ze2t,Prabowo tetap di hati,prabowo hati,Negatif,0.3953314423561096
@yulyamawarsa6359,"Apa pun cerita nya.. kita rakyat Indonesia, memilih pemimpin yg berpihak KPD rakyat Indonesia secara keseluruhan.. pak Anies Muhaimin (Amin) ok..👍",cerita nya rakyat indonesia pilih pimpin pihak kpd rakyat indonesia anies muhaimin amin,Netral,0.3786652684211731
@abcab6236,termkn iming &quot; 😂,termkn iming quot,Positif,0.3685489296913147
@user-om1zk9cy7l,Kayak cerdas cermat 😅😅,kayak cerdas cermat,Positif,0.37064602971076965
@anarchy9991,Wow,wow,Negatif,0.4034014940261841
@dedymarlun1388,Iklan nya pinjol,iklan nya pinjol,Positif,0.40340614318847656
@werkudoroindonesia8954,KUR salah sasaran pak,kur salah sasar,Netral,0.4306966960430145
@werkudoroindonesia8954,Ada yg betanya kepada kami kemana kemenkoPolhukam  waktu rohingya masuk? Jangan terlalu jauh pak,beta mana kemenkopolhukam rohingya masuk,Netral,0.39401304721832275
@werkudoroindonesia8954,"Hilirisasi HILIRISASI, narasi percepatan, semua foto copy an mas",hilir hilir narasi cepat foto copy mas,Positif,0.34155040979385376
@werkudoroindonesia8954,Bio bio bio bio gak ada lagi???,bio bio bio bio gak,Netral,0.3887905180454254
@werkudoroindonesia8954,"Dimana angka kemiskinan, inflasi?",mana angka miskin inflasi,Netral,0.37438860535621643
@nightcreep2022,Dari Hasim Hasari kita mengetahui &quot;negara ini hanya mengenal satu agama saja&quot;,hasim hasar quotnegara kenal agama sajaquot,Netral,0.35138463973999023
@werkudoroindonesia8954,"Kenapa gaknpek kostum ultraman, biar keliatan ganas",gaknpek kostum ultraman biar liat ganas,Netral,0.4230034351348877
@DodiDodi-tg5ym,"AMIN yg terbaik,",amin baik,Netral,0.35202932357788086
@rossieagnsasmita9117,"Baca komen isinya ngomongin paslon 2, emang sekeren itu!",baca komen isi ngomongin paslon emang keren,Negatif,0.43422722816467285
@yonasboyke4244,Disini aku bisa meraba siapa yang sudah siap punya visi &amp; misi.<br>saya juga bisa meraba belum siap punya visi &amp; misi karena bicaranya melebar kemana-mana tapi belum tahu apa yang akan dilakukan. Seakan ada uang bangun sana bangun sini tapi ketika habis ya sudah berhenti... no 2 sudah siap akan melakukan ini itu. <br>no 3 aku belum bisa meraba karena terasa belum siap dalam Visi &amp; misinya.,raba visi amp misibrsaya raba visi amp misi bicara lebar kemanamana akan uang bangun bangun habis henti brno raba visi amp misi,Netral,0.35110804438591003
@andigani4990,Tolong kalau yang gratis gratis jangan mudah dipercaya,tolong gratis gratis mudah percaya,Netral,0.4303188920021057
@hudrisalselsol8677,"Haha semua fokus paslon ,,, gw fokus moderator nya, ga asik, kaku bet, ga kaaya yg debat pertama, dihhh",haha fokus paslon fokus moderator nya asik kaku bet kaaya debat dihhh,Netral,0.3771025240421295
@fahrulhidayat6957,Saya pilih Prabowo yg nolak Rohingya.. anis dukung Rohingya,pilih prabowo nolak rohingya anis dukung rohingya,Netral,0.35706382989883423
@dianchristianto8745,Mntp mas gibran 👍👍,mntp mas gibran,Positif,0.3682107925415039
@sekolahanambarawa3146,"Jangan percaya dengan ide-ide yang tidak masuk akal karena itu janji-janji yg selalu di PHP, waktunya rakyat cerdas memilih visi &amp; misi yang masuk akal bukan Gendam politik.",percaya ideide masuk akal janjijanji php rakyat cerdas pilih visi amp misi masuk akal gendam politik,Negatif,0.35453304648399353
@sekolahanambarawa3146,"Saatnya anak muda akan mendominasi politik Indonesia, jaman dulu orang tua semua Dan ketika aku kecill ada keinginan / merasa kita lebih bisa tapi tak bisa berbuat apa-apa di Jaman Suharto. Hari inilah waktunya kalian wahai anak muda percepatan pertumbuhan ekonomi harus di genjot... dijamin Indonesia emas di depan mata.",anak muda dominasi politik indonesia jaman orang tua kecill buat apaapa jaman suharto anak muda cepat tumbuh ekonomi genjot jamin indonesia emas mata,Positif,0.4592950642108917
@rizkyale216,Mahfud ribet amat pake ganti baju segala,mahfud ribet pake ganti baju,Negatif,0.36233606934547424
@rizkyale216,Slepet apa copet,slepet copet,Netral,0.3950567841529846
@aafahmi9862,Antara yg dua Gw sih gak masalah mau prabowo atau anis yg menang asal jangan ganjar aja gak suka sama partai yg ngusung nya,sih gak prabowo anis menang ganjar aja gak suka partai ngusung nya,Positif,0.3604428470134735
@laliasti5230,Pak Gibran best ✌️👍,gibran best,Netral,0.37226712703704834
@yuwitaretnoaisyah9223,Apaan dah slepat slepet mulu,dah slepat slepet mulu,Netral,0.3762657642364502
@mamakenzy9549,Min min😂,min min,Netral,0.40503454208374023
@poetrikartika8557,Prabowo Gibran 🎉😇😊,prabowo gibran,Positif,0.43251389265060425
@mamakenzy9549,Sebagai warga jateng serius masih bingung plih gibrann apa ganjar😮,warga jateng serius bingung plih gibrann ganjar,Netral,0.4103482961654663
@user-rs7zo1mf7x,Prabowo kalau mau❤🎉🎉,prabowo,Positif,0.3501608669757843
@naningjayanti3876,Ada yg nggak setuju IKN karna  nggak Mau jauh2 dari kelompok petamburan  .,nggak tuju ikn karna nggak kelompok tambur,Netral,0.3377045691013336
@user-qv7ep8zj4q,Sudah saatnya kita punya pemimpin seperti pak Prabowo dan mas Gibran. Lanjutkan pembangunan menuju negara yg maju,pimpin prabowo mas gibran lanjut bangun negara maju,Positif,0.4181053936481476
@dunialiketolike2174,Antara 2 dan 3,,Netral,1.0
@duniahiburan8448,Tetap gibran❤❤❤,gibran,Netral,0.36042821407318115
@badwi1467,❤,,Netral,1.0
@xyzaaauu,2024 gasss prabowo gibran 🔥,gasss prabowo gibran,Netral,0.39019519090652466
@izemy740,"Bissmillah,,dengn ijin Allah&amp;ridhonya,,jdikn N02 yg mnjdi persisent RI,,Aamiinnn y Allah,,",bissmillahdengn ijin allahampridhonyajdikn mnjdi persisent riaamiinnn allah,Positif,0.372786283493042
@serianbandungcanel2191,"Gak ke lain hati lagi, Prabowo gibran yess",gak hati prabowo gibran yess,Netral,0.39847496151924133
@riskiadis896,Bismilah Prabowo Gibran 2024,bismilah prabowo gibran,Netral,0.41326168179512024
@ayomainkan1589,Kirain mau gugu<br>Ternyata cerdas gibran<br>Mantap lanjutkan,kirain gugubrternyata cerdas gibranbrmantap lanjut,Positif,0.3441312909126282
@itsally357,"Gus muhaimin kebanyakan kata²nya diawal, akhir nya kena slepet sendiri😅",gus muhaimin banyak kata nya awal nya kena slepet,Netral,0.3628615736961365
@user-lu9by9pe3o,Sudah waktunya Anak muda maju,anak muda maju,Netral,0.44659093022346497
@rakkaaditya9476,Good job good boy gibran saya rakka juga nih 02 bobran❤,good job good boy gibran rakka nih bobran,Negatif,0.35614970326423645
@rakkaaditya9476,Kaciw😂 yang tadi ngedukung ikn jadi ga ngedukung ikn kaciw min min muhaimin wkwkw kocak,kaciw ngedukung ikn ngedukung ikn kaciw min min muhaimin wkwkw kocak,Negatif,0.4007875621318817
@hobbynontoncoy,Maaf saya GOLPUT,maaf golput,Negatif,0.38841280341148376
@dower7568,Sama aja lah dgn mu Bosz ! 😂,aja dgn bosz,Netral,0.37074121832847595
@alexunik9664,ALL IN PRABOWO GIBRAN 🔥,all prabowo gibran,Negatif,0.3521614670753479
@user-hz7cq3uj8i,saya msih bingung 😮,msih bingung,Netral,0.36005204916000366
@vhys6144,Anjeeerrr penutup dari pak mahfud banyak sekaleee... yakin ituu bakal beres 5 taon ? 😢😢😢😢,anjeeerrr tutup mahfud sekaleee ituu beres taon,Netral,0.4093668460845947
@user-uv1uk5qo5h,Udah saatnya butuh pemimpin yang fresh dan update,udah butuh pimpin fresh update,Netral,0.3971772789955139
@uyeuyeefendi1418,Wkwkwk.. Cawapres samsul biso opo cih.. Acuan politik ente blm teruji.. Lawan tuh debat mahasiswa bru teruji.. Pake mic jgn tiga mas lbh baik lbh banyak,wkwkwk cawapres samsul biso opo cih acu politik ente blm uji lawan tuh debat mahasiswa bru uji pake mic jgn mas lbh lbh,Negatif,0.41155630350112915
@makbuldestara9531,"Permisi tanya pak,,Kalau anaknya masih sekolah SD apa kita isi Instasi sekolahnya",permisi pakkalau anak sekolah isi instasi sekolah,Positif,0.40247446298599243
@user-no5kq6jy3n,Jos,jos,Negatif,0.453801691532135
@jamaeluddin8717,2&amp;3 = Joko 3priode😂😂😂😂,amp joko priode,Netral,0.40391412377357483
@user-qr8gj2fd9w,Ganjar mahput lh yg matap,ganjar mahput matap,Netral,0.40905967354774475
@pejuangkehidupan6459,Imin imin,imin imin,Netral,0.36293092370033264
@ArifuddinBinZainal,Sego goreng iwak endok sgie,sego goreng iwak endok sgie,Netral,0.4508798122406006
@masjikgaming5743,Gibran teebaik . Nggak ngomong doang tapi solusi dan cara menyelesaikan ada. Yg lain hanya bicara kulit dan janji.. bnyak hoax. Aku dukung gibran sekarang,gibran teebaik nggak ngomong doang solusi selesai bicara kulit janji bnyak hoax dukung gibran,Netral,0.36929750442504883
@nasyithhadiyanahmad3642,"Ilove pak Prabowo mas Gibran semoga maju terus asyik² deh kmilah pedukung mu ilove,love,love you",ilove prabowo mas gibran moga maju asyik deh kmilah dukung ilovelovelove you,Netral,0.4455265402793884
@lucialombok,"Semua yg dijelaskam mas gibran memang keadaan indonesia saat ini. Program&quot;nya semua harus dilakukan alau tidak gak tau dah indonesia kelak.<br>Semoga beliau menang, yg tua&quot; hanya mengandalkan ilmunya yg dulu&quot;, terlihat jelas gak ada yg paham keadaan infonesia saat ini.",dijelaskam mas gibran indonesia programquotnya alau gak tau dah indonesia kelakbrsemoga beliau menang tuaquot andal ilmu duluquot gak paham infonesia,Positif,0.3876613974571228
@abcab6236,yg kakek&quot; minggir biar yg muda maju 😅,kakekquot minggir biar muda maju,Netral,0.41807976365089417
@EidelwinaKodea,"Dari dulu g pernah tertarik untuk nyimak Debat Cawapres, tapi debat kali ini sangat menarik. Semoga Cawapres yang akan terpilih Amanah, Rendah hati, Adil, Toleran, dan bertanggung jawab. Doa dan harapan yg terbaik untuk Merah Putih Tercinta🇲🇨❤️🙏🏻",tarik nyimak debat cawapres debat kali tarik moga cawapres pilih amanah rendah hati adil toleran tanggung doa harap baik merah putih cinta,Negatif,0.39587295055389404
@user-yd1xm9ek1t,Menurut ramalan ssya imin ga akan jadi 😂😂😂😂😂,ramal ssya imin,Netral,0.3640260100364685
@hdmakidsplayofficial1087,"Saya sempat ragu dengan GIBRAN,,Setelah melihat debat ini…semoga debat ini membawa generasi emas muda lebih bermanuver …02 Insha Allah bisa",ragu gibransetelah debat inisemoga debat bawa generasi emas muda manuver insha allah,Netral,0.40161508321762085
@wildcs7452,Siapa pun calon nya.. yg berani usir rohinya  skrg. aq coblos..  tpi jika  salah satu tidak ada yg berani  usir rohingya..  males nyoblos..  bgus  tidur  nonton youtube ..😂😂😂,calon nya berani usir roh skrg coblos tpi salah berani usir rohingya males nyoblos bgus tidur nonton youtube,Netral,0.4551224112510681
@chandrasaputra8710,tanya orang tua kamu apa yg dijanjikan k rakyat dijalankan tdk nyata2 hukum dilanggar. koreksi dulu pak lurah baru bcr.,orang tua janji rakyat jalan tdk nyata hukum langgar koreksi lurah bcr,Netral,0.3595922291278839
@ahmadfaishol9957,Mantap mas gibran ❤,mantap mas gibran,Positif,0.3737029731273651
@cinokinuya9301,"Jangan ajari anak muda2 kredit pak ,ajarkan mereka berwirausaha  ,,agar bisa berdiri dengan kaki sendiri mandiri",ajar anak muda kredit ajar berwirausaha diri kaki mandiri,Negatif,0.3749934434890747
@dstchanel9692,Masih mending mempertimbangkan antara 02 dan 03..01 kliatan banyak omng doang.slepet,mending timbang kliatan omng doangslepet,Netral,0.37147337198257446
@cinokinuya9301,"Maaf nggeh skip A&amp;A ,,,,ini pendapat saya ,,galao 2 or 3",maaf nggeh skip aampa dapat galao,Positif,0.34530359506607056
@user-jy8dy9rh6n,Pragib selalu pilihan rakyat,pragib pilih rakyat,Netral,0.3646883964538574
@ardyansyah137,Prabowo Gibran is the best sungguh sangat bijak menanggapi segala pertanyaan,prabowo gibran the best sungguh bijak tanggap,Netral,0.39545413851737976
@user-jy8dy9rh6n,Mantap bapak KPU yg berwibawa santun👍👍,mantap kpu wibawa santun,Positif,0.3378901481628418
@MohSyafi-or9he,O1 amin muantap,amin muantap,Netral,0.3708983361721039
@taufiqalhasan6576,Bansos itu bukan ide bagus buat rakyat.tapi kalau lapangan kerja diperbanyak itu lebih baik dan mendidik yakyat indonesia,bansos ide bagus rakyattapi lapang kerja banyak didik yakyat indonesia,Netral,0.38396352529525757
@levianard7268,ALL IN PRABOWO - GIBRAN ✌️✌️✌️✌️✌️,all prabowo gibran,Negatif,0.3521614670753479
@birinkomeng4304,Cak imin mlepok... <br>Dana milyaran duit ko ndi😂😂😂😂,cak imin mlepok brdana milyaran duit ndi,Netral,0.384723961353302
@djuwadidjuwadi4080,Pak Pranowo boleh kalah tapi Mas Gibran pasti menang,pranowo kalah mas gibran menang,Positif,0.35372695326805115
@haricahyono3886,Muhaimin memakai kopyah hanya berkedok agama....org seperti ini msh memikirkan duniawi dan perutnya sendiri.......coba liat berita sekarang sudah ketangkap KPK kasus kematian rupsi,muhaimin pakai kopyah kedok agamaorg msh pikir duniawi perut sendiricoba liat berita tangkap kpk mati rupsi,Positif,0.3568967282772064
@r.achannel3535,tetep pilih sasuke sama boruto ...😅😅😅,tetep pilih sasuke boruto,Positif,0.43543580174446106
@user-rt8rg2vq4c,Gibran maju untuk anak muda.. Kami mendukung<br>. 💪✌👍🙏,gibran maju anak muda mendukungbr,Netral,0.3573414385318756
@Qriwilchannel-sq8xy,mana suara pendukung anis. ko sepi  😂😂😂😂,suara dukung anis sepi,Netral,0.41519445180892944
@user-mz5rs8yt8w,Prabowo gibran yessss,prabowo gibran yessss,Netral,0.4073592722415924
@user-or3ee9fz9m,"Hebat Luar Biasa Anak Muda Seperti Gibran Ini Yg di Tunggu Utk Kemajuan Bangsa Indonesia, Maju Terus Mas Gibran GBY👍👍👍💪💪💪",hebat anak muda gibran tunggu utk maju bangsa indonesia maju mas gibran gby,Negatif,0.37082791328430176
@alpianiyung-ku8zi,smoga prabowo gibran menang,smoga prabowo gibran menang,Netral,0.40230900049209595
@AsyamDzakyJaballah,Wkwkwkwkwk 😂 semoga aj banh,wkwkwkwkwk moga banh,Netral,0.3793737590312958
@okimora-ls7jg,Cak Imin nampak bnget GK komitmen orangnya.. gimana mau nepatin janji..,cak imin nampak bnget komitmen orang gimana nepatin janji,Netral,0.3582645058631897
@ayu_suwestirahayu7898,Pak prabowo  - pak gibran ❤,prabowo gibran,Positif,0.43251389265060425
